,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
641,"one more point dad, apna bhudha rosesh ghodi pe to beth nhi paega, to barat me me soch rha hun uske liye wheelchair leke aaye, ye dekhiye orr haan, tabtak me ise parkinsons bhi ho chuka hoga to uski mundi pakadni padegi warna iski 95 saal ki sans ise teeka kese lagaegi ha ha ha, very funny. 75 years me koi itna bhudha nhi ho jata okay. Subramaniyam uncle 76 years old, roz subah jate hai walk ke liye jogging suit pehen ke",2,"ha ha ha, very funny. 75 years me koi itna bhudha nhi ho jata okay. Subramaniyam uncle 76 years old, roz subah jate hai walk ke liye jogging suit pehen ke","one more point dad, apna bhudha rosesh ghodi pe to beth nhi paega, to barat me me soch rha hun uske liye wheelchair leke aaye, ye dekhiye orr haan, tabtak me ise parkinsons bhi ho chuka hoga to uski mundi pakadni padegi warna iski 95 saal ki sans ise teeka kese lagaegi","one more point dad, apna bhudha rosesh ghodi pe to beth nhi paega, to barat me me soch rha hun uske liye wheelchair leke aaye, ye dekhiye orr haan, tabtak me ise parkinsons bhi ho chuka hoga to uski mundi pakadni padegi warna iski 95 saal ki sans ise teeka kese lagaegi ha ha ha, very funny. 75 years me koi itna bhudha nhi ho jata okay. Subramaniyam uncle 76 years old, roz subah jate hai walk ke liye jogging suit pehen ke",une mure puint dad apna bhudha rusesh ghudi pe tu beth nhi paega tu barat rha hun usk liy vhelchair leke aye ye dekhiy ur han tabtak ise parkinsun bhi hu chuka huga tu uski mundi pakadni padegi varna iski 95 sal ki san ise teka kese lagaegi ha ha ha funi 75 year kui itna bhudha nhi hu jata ukay subramaniyam uncl 76 year uld ruj subah jate hai valk ke liy juge suit pehen ke
642,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi what are you talking about Indu? oh ho ho bholi nhor masum mallika. Jaise Tumhen pata hi nahin ki Sahil aur Monisha ka itna Bada jhagada Hua Hai Kyon?,2,oh ho ho bholi nhor masum mallika. Jaise Tumhen pata hi nahin ki Sahil aur Monisha ka itna Bada jhagada Hua Hai Kyon?,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi what are you talking about Indu?,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi what are you talking about Indu? oh ho ho bholi nhor masum mallika. Jaise Tumhen pata hi nahin ki Sahil aur Monisha ka itna Bada jhagada Hua Hai Kyon?,sahib cal rat munisha mem sahab aur sahil baba ke bich mein bahut bada jhagada hua munisha memsab ne atmhatya karn ki dhamki de acha tabhi tu main kahu ki maya rani itni mud per kyun hai indravardhan indu aaj film dekhn chalen achcha kaun si munisha bani murda yah bahu kare khud khushi aur san hasi khushi khushi vhat yu talk abut indu uh hu hu bhuli nhur masum malika jais tumhen pata hi nahin ki sahil aur munisha ka itna bada jhagada hua hai kyun
643,Sahil let's faces Monisha ek Nadan alsi aur Gair jamidar Bahu hai. mark to menrion unobserved. vah Meri Achcha yah Kaise dekh payegi naturally Kaise dekh payegi Sahil tum apna microscope to clinic per Chhod Ke Aate Ho,0,naturally Kaise dekh payegi Sahil tum apna microscope to clinic per Chhod Ke Aate Ho,Sahil let's faces Monisha ek Nadan alsi aur Gair jamidar Bahu hai. mark to menrion unobserved. vah Meri Achcha yah Kaise dekh payegi,Sahil let's faces Monisha ek Nadan alsi aur Gair jamidar Bahu hai. mark to menrion unobserved. vah Meri Achcha yah Kaise dekh payegi naturally Kaise dekh payegi Sahil tum apna microscope to clinic per Chhod Ke Aate Ho,sahil let face munisha ek nadan alsi aur gair jamidar bahu hai mark tu menriun unubserv vah meri achcha yah kais dekh payegi naturali kais dekh payegi sahil tum apna micruscup tu clinic per chud ke aat hu
644,nahi nahi come on now rosesh infact wo waali kavita toh kitni poignant hai kaunsi? huh wo waali huh wo apni huh dad haan wo teen per wala kutta exactly dad padhiye hein haan haan kahan gayi kahan gayi? haan iss teen per waale kutte ko bhagana nahi padta isse susu karte hue apna per uthana nahi padta waah waah waah ek dum uhh,2,waah ek dum uhh,nahi nahi come on now rosesh infact wo waali kavita toh kitni poignant hai kaunsi? huh wo waali huh wo apni huh dad haan wo teen per wala kutta exactly dad padhiye hein haan haan kahan gayi kahan gayi? haan iss teen per waale kutte ko bhagana nahi padta isse susu karte hue apna per uthana nahi padta waah waah,nahi nahi come on now rosesh infact wo waali kavita toh kitni poignant hai kaunsi? huh wo waali huh wo apni huh dad haan wo teen per wala kutta exactly dad padhiye hein haan haan kahan gayi kahan gayi? haan iss teen per waale kutte ko bhagana nahi padta isse susu karte hue apna per uthana nahi padta waah waah waah ek dum uhh,nahi nahi cume un nuv rusesh infact vu vali kavita tuh kitni puignant hai kaunsi huh vu vali huh vu apni huh dad han vu ten per vala kuta exactli dad padhiy hein han han kahan gayi kahan gayi han ten per vale kute ku bhagana nahi padta ise susu kart hue apna per uthana nahi padta vah vah vah ek dum uh
645,"me inke kapde pehen leta hun, inki gadi me beth ke chala jata hun haan lekin dinesh uncle ke kapde aapko fit honge wo me alter kara lunga na rosesh.",2,wo me alter kara lunga na rosesh.,"me inke kapde pehen leta hun, inki gadi me beth ke chala jata hun haan lekin dinesh uncle ke kapde aapko fit honge","me inke kapde pehen leta hun, inki gadi me beth ke chala jata hun haan lekin dinesh uncle ke kapde aapko fit honge wo me alter kara lunga na rosesh.",ink kapd pehen leta hun inki gadi beth ke chala jata hun han lekin dinesh uncl ke kapd apku fit hung vu alter kara lunga na rusesh
646,"Ae Bhalu. Ae Bhanu uth na, 12 baj gaye. Sirf 11 baj ke 55 minute hue hai Indravardhan. Haan, to sirf 5 minute ka hi to farak hai, aur kya. 5 minute ka farak bohot bada hota hai. 5 minute mein kuch bhi ho sakata hai. Matlab? Aao, hum ye 5 minute ka farak dur karte hai. Thike, to fir mai apani ghadi 5 minute piche kar deta hu, ok. Nahi! Mai apani ghadi 5 minute aage kar deti hu. 12, jab dono suiya milake ek ho jaati hai. Maya! Tum ladaki ho! Shukar hai, tumhaara dhyaan is baat pe gaya to sahi.",2,"Shukar hai, tumhaara dhyaan is baat pe gaya to sahi.","Ae Bhalu. Ae Bhanu uth na, 12 baj gaye. Sirf 11 baj ke 55 minute hue hai Indravardhan. Haan, to sirf 5 minute ka hi to farak hai, aur kya. 5 minute ka farak bohot bada hota hai. 5 minute mein kuch bhi ho sakata hai. Matlab? Aao, hum ye 5 minute ka farak dur karte hai. Thike, to fir mai apani ghadi 5 minute piche kar deta hu, ok. Nahi! Mai apani ghadi 5 minute aage kar deti hu. 12, jab dono suiya milake ek ho jaati hai. Maya! Tum ladaki ho!","Ae Bhalu. Ae Bhanu uth na, 12 baj gaye. Sirf 11 baj ke 55 minute hue hai Indravardhan. Haan, to sirf 5 minute ka hi to farak hai, aur kya. 5 minute ka farak bohot bada hota hai. 5 minute mein kuch bhi ho sakata hai. Matlab? Aao, hum ye 5 minute ka farak dur karte hai. Thike, to fir mai apani ghadi 5 minute piche kar deta hu, ok. Nahi! Mai apani ghadi 5 minute aage kar deti hu. 12, jab dono suiya milake ek ho jaati hai. Maya! Tum ladaki ho! Shukar hai, tumhaara dhyaan is baat pe gaya to sahi.",ae bhalu ae bhanu uth na 12 baj gay sirf 1 baj ke 5 minut hue hai indravardhan han tu sirf 5 minut ka hi tu farak hai aur kya 5 minut ka farak buhut bada huta hai 5 minut mein kuch bhi hu sakata hai matlab aau hum ye 5 minut ka farak dur kart hai thike tu fir mai apani ghadi 5 minut pich kar deta hu uk nahi mai apani ghadi 5 minut age kar deti hu 12 jab dunu suiya milak ek hu jati hai maya tum ladaki hu shukar hai tumhara dhyan bat pe gaya tu sahi
647,"Daddy ji, me contest jeet gyi acha, kya mila inam me prize, Indravardhan. Inam is navtratri raas gabra mandal. lekin momma, bhabhi ne uska pati sirf mera hai serial ka contest jeeta hai, right really, tab to pucho bakshish kya mili",2,"really, tab to pucho bakshish kya mili","Daddy ji, me contest jeet gyi acha, kya mila inam me prize, Indravardhan. Inam is navtratri raas gabra mandal. lekin momma, bhabhi ne uska pati sirf mera hai serial ka contest jeeta hai, right","Daddy ji, me contest jeet gyi acha, kya mila inam me prize, Indravardhan. Inam is navtratri raas gabra mandal. lekin momma, bhabhi ne uska pati sirf mera hai serial ka contest jeeta hai, right really, tab to pucho bakshish kya mili",dadi ji cuntest jet gyi acha kya mila inam prije indravardhan inam navtratri ra gabra mandal lekin muma bhabhi ne uska pati sirf mera hai serial ka cuntest jeta hai right reali tab tu puchu bakshish kya mili
648,"Dheere daliyega! Dheere daliyega! Please Dheere daliyega! Monisha please! Iss floor pe aur bhi log rahate hai! Mummy ji, ye dono to bahar gaye hue hai. Haan. Aur ab tak mein to in logonne to police complaint bhi kar di hogi humaare khilaaf!",2,Haan. Aur ab tak mein to in logonne to police complaint bhi kar di hogi humaare khilaaf!,"Dheere daliyega! Dheere daliyega! Please Dheere daliyega! Monisha please! Iss floor pe aur bhi log rahate hai! Mummy ji, ye dono to bahar gaye hue hai.","Dheere daliyega! Dheere daliyega! Please Dheere daliyega! Monisha please! Iss floor pe aur bhi log rahate hai! Mummy ji, ye dono to bahar gaye hue hai. Haan. Aur ab tak mein to in logonne to police complaint bhi kar di hogi humaare khilaaf!",dhere daliyega dhere daliyega pleas dhere daliyega munisha pleas flur pe aur bhi lug rahat hai mumi ji ye dunu tu bahar gay hue hai han aur ab tak mein tu lugun tu pulic cumplaint bhi kar di hugi humar khilaf
649,"Monisha jo hua wo hua. Hone ko kaun tal sakte hain O Indravardhan, ye honi ko kaun taal sakta hain is too cliched.",2,"O Indravardhan, ye honi ko kaun taal sakta hain is too cliched.",Monisha jo hua wo hua. Hone ko kaun tal sakte hain,"Monisha jo hua wo hua. Hone ko kaun tal sakte hain O Indravardhan, ye honi ko kaun taal sakta hain is too cliched.",munisha ju hua vu hua hune ku kaun tal sakt hain indravardhan ye huni ku kaun tal sakta hain tu clich
650,Momma aap mujhse Dur hi Rahe to Behtar hoga Batao Phool Khushbu Se Dur Rah sakta hai?,3,Batao Phool Khushbu Se Dur Rah sakta hai?,Momma aap mujhse Dur hi Rahe to Behtar hoga,Momma aap mujhse Dur hi Rahe to Behtar hoga Batao Phool Khushbu Se Dur Rah sakta hai?,muma ap mujhs dur hi rahe tu behtar huga batau phul khushbu se dur rah sakta hai
651,"Waise to mai koi bhi role kar sakati hu, gaana bhi bohot achchha gaati hu, sunaau? Haan, haan sunaiye na, sunaiye na! Gaana suniye! Dil ke armaan, aasuo mein, beh gaye... Hum nasha karke bhi, barma reh gzye... Dil ke armaan, aasuo mein, beh gaye! Waah! Waah, maa ji, Waah! Dad aap inn ke saath koi musical naatak kijiye. Vo naatak dekh ke mom ko jo shock lgega na... Tu chup kar! Aur Monisha ko ground floor bhej! Gground floor!? Haan, balcony se direct neeche! Maa ji, hala ki aapki aawaaj mein bohot dard hai, lekin iss role ke liye aap jara si choti padengi.",0,"Maa ji, hala ki aapki aawaaj mein bohot dard hai, lekin iss role ke liye aap jara si choti padengi.","Waise to mai koi bhi role kar sakati hu, gaana bhi bohot achchha gaati hu, sunaau? Haan, haan sunaiye na, sunaiye na! Gaana suniye! Dil ke armaan, aasuo mein, beh gaye... Hum nasha karke bhi, barma reh gzye... Dil ke armaan, aasuo mein, beh gaye! Waah! Waah, maa ji, Waah! Dad aap inn ke saath koi musical naatak kijiye. Vo naatak dekh ke mom ko jo shock lgega na... Tu chup kar! Aur Monisha ko ground floor bhej! Gground floor!? Haan, balcony se direct neeche!","Waise to mai koi bhi role kar sakati hu, gaana bhi bohot achchha gaati hu, sunaau? Haan, haan sunaiye na, sunaiye na! Gaana suniye! Dil ke armaan, aasuo mein, beh gaye... Hum nasha karke bhi, barma reh gzye... Dil ke armaan, aasuo mein, beh gaye! Waah! Waah, maa ji, Waah! Dad aap inn ke saath koi musical naatak kijiye. Vo naatak dekh ke mom ko jo shock lgega na... Tu chup kar! Aur Monisha ko ground floor bhej! Gground floor!? Haan, balcony se direct neeche! Maa ji, hala ki aapki aawaaj mein bohot dard hai, lekin iss role ke liye aap jara si choti padengi.",wais tu mai kui bhi rule kar sakati hu gana bhi buhut achcha gati hu sunau han han sunaiy na sunaiy na gana suniy dil ke arman asu mein beh gay hum nasha kark bhi barma reh gjye dil ke arman asu mein beh gay wah wah ji wah dad ap ke sath kui music natak kijiy vu natak dekh ke mum ku ju shuck lgega na tu chup kar aur munisha ku grund flur bhej ggrund flur han balcuni se direct nech ji hala ki apki avaj mein buhut dard hai lekin rule ke liy ap jara si chuti padengi
652,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi,2,Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen,Sahib cal Raat Monisha Mem Sahab aur Sahil Baba ke bich mein bahut bada jhagada hua . Monisha Memsaab Ne aatmhatya karne ki dhamki De achha that's it. tabhi to main Kaho Ki Maya Rani Itni Mood per Kyon Hai? Indravardhan Indu Aaj film dekhne Chalen Achcha Kaun si Monisha Bani murda. yah Bahu Kare Khud Khushi aur Sans Hasi Khushi Khushi,sahib cal rat munisha mem sahab aur sahil baba ke bich mein bahut bada jhagada hua munisha memsab ne atmhatya karn ki dhamki de acha tabhi tu main kahu ki maya rani itni mud per kyun hai indravardhan indu aaj film dekhn chalen achcha kaun si munisha bani murda yah bahu kare khud khushi aur san hasi khushi khushi
653,"Take the complaint back! Take the complaint back Shi! Indravardhan, patni ne dhamkaaya aur aap dar gaye! Nahi nahi, mai darta varta nahi hu! Aap samjhe nahi, Maya ka baat karne ka style hi ye hai. Vo mujhe I love you bhi I lOVE YOU! kaha ke kahati hai. Hai na?",2,"Aap samjhe nahi, Maya ka baat karne ka style hi ye hai. Vo mujhe I love you bhi I lOVE YOU! kaha ke kahati hai. Hai na?","Take the complaint back! Take the complaint back Shi! Indravardhan, patni ne dhamkaaya aur aap dar gaye! Nahi nahi, mai darta varta nahi hu!","Take the complaint back! Take the complaint back Shi! Indravardhan, patni ne dhamkaaya aur aap dar gaye! Nahi nahi, mai darta varta nahi hu! Aap samjhe nahi, Maya ka baat karne ka style hi ye hai. Vo mujhe I love you bhi I lOVE YOU! kaha ke kahati hai. Hai na?",take cumplaint back take cumplaint back shi indravardhan patni ne dhamkaya aur ap dar gay nahi nahi mai darta varta nahi hu aap samjh nahi maya ka bat karn ka style hi ye hai vu mujh luve yu bhi love kaha ke kahati hai hai na
654,"Hello boys, bade cute lag rahe hai aap teeno. Aur Dushyant tum... bhi. Belt theek hai na?",2,Belt theek hai na?,"Hello boys, bade cute lag rahe hai aap teeno. Aur Dushyant tum... bhi.","Hello boys, bade cute lag rahe hai aap teeno. Aur Dushyant tum... bhi. Belt theek hai na?",helu buy bade cute lag rahe hai ap tenu aur dushyant tum bhi belt thek hai na
655,"Indu..., tumane Rosesh ko dekha hai? Haan, kai baar dekha hai. Usake naatak mein use dekha hai, ek baar zoo mein dekha tha..., nahi, vo to panda tha.",2,"Haan, kai baar dekha hai. Usake naatak mein use dekha hai, ek baar zoo mein dekha tha..., nahi, vo to panda tha.","Indu..., tumane Rosesh ko dekha hai?","Indu..., tumane Rosesh ko dekha hai? Haan, kai baar dekha hai. Usake naatak mein use dekha hai, ek baar zoo mein dekha tha..., nahi, vo to panda tha.",indu tuman rusesh ku dekha hai han kai bar dekha hai usak natak mein use dekha hai ek bar ju mein dekha tha nahi vu tu panda tha
656,kya hoga? yeh akhbaar pade ho kya?Monisha ye akhbaaro ka dher is beautiful couch pe kabse pada hai? mmmmm... yead nhi kafi dino se ish area mein aai nhi hu na. oh I understand. Anyway is ilaka Mein To Tumhara Aana Jana Hoga Na,2,oh I understand. Anyway is ilaka Mein To Tumhara Aana Jana Hoga Na,kya hoga? yeh akhbaar pade ho kya?Monisha ye akhbaaro ka dher is beautiful couch pe kabse pada hai? mmmmm... yead nhi kafi dino se ish area mein aai nhi hu na.,kya hoga? yeh akhbaar pade ho kya?Monisha ye akhbaaro ka dher is beautiful couch pe kabse pada hai? mmmmm... yead nhi kafi dino se ish area mein aai nhi hu na. oh I understand. Anyway is ilaka Mein To Tumhara Aana Jana Hoga Na,kya huga yeh akhbar pade hu kya munisha ye akhbaru ka dher beauti cuch pe kabs pada hai yead nhi kafi dinu se ish area mein ai nhi hu na uh understand anyvay ilaka mein tu tumhara aana jana huga na
657,arey monisha oh my god ye kya hai? paalak wo sabzi waala na bohot sasti de raha tha ek rupay ka ek bundle isliye meine saari paalak khareed li hua na fayda fayda monisha baapre ye paalak toh kharab ho jayegi kal tak kaun khayega itni saari paalak arey mummy ji mei puri building bech aaungi 5 rupay ka ek bundle hua ki nahi fayda jija ji now you see dushyant hmmm kya? that love is blind hein? and deaf huh and dumb,1,and dumb,arey monisha oh my god ye kya hai? paalak wo sabzi waala na bohot sasti de raha tha ek rupay ka ek bundle isliye meine saari paalak khareed li hua na fayda fayda monisha baapre ye paalak toh kharab ho jayegi kal tak kaun khayega itni saari paalak arey mummy ji mei puri building bech aaungi 5 rupay ka ek bundle hua ki nahi fayda jija ji now you see dushyant hmmm kya? that love is blind hein? and deaf huh,arey monisha oh my god ye kya hai? paalak wo sabzi waala na bohot sasti de raha tha ek rupay ka ek bundle isliye meine saari paalak khareed li hua na fayda fayda monisha baapre ye paalak toh kharab ho jayegi kal tak kaun khayega itni saari paalak arey mummy ji mei puri building bech aaungi 5 rupay ka ek bundle hua ki nahi fayda jija ji now you see dushyant hmmm kya? that love is blind hein? and deaf huh and dumb,arey munisha uh gud ye kya hai palak vu sabji vala na buhut sasti de raha tha ek rupay ka ek bundl isliy mein sari palak khare li hua na fayda fayda munisha bapr ye palak tuh kharab hu jayegi kal tak kaun khayega itni sari palak arey mumi ji mei puri build bech aungi 5 rupay ka ek bundl hua ki nahi fayda jija ji nuv yu se dushyant hm kya luve blind hein deaf huh dumb
